"id","target_id","metric_name","value","tags"
"0195aef8-3fe8-7002-aa0b-c530b46b9576","0195aef8-37c2-7b93-a530-cb5285551e4d","tensorzero::eval_name::entity_extraction::evaluator_name::exact_match",true,"{'tensorzero::datapoint_id':'01936be9-4530-7100-9531-ab04f7d40b2b','tensorzero::eval_run_id':'0195aef8-36bf-7c02-b8a2-40d78049a4a0'}"
"0192ced0-a8a4-7472-8a02-d45ad8b75a67","01935dd2-bbc0-7251-807e-a61a5e990fac","exact_match",false,"{}"
"0192ced0-98c8-7232-a2ae-8d3d63de3f75","01939885-f868-7f62-8168-30258afebfeb","exact_match",true,"{}"
"0192ced0-a599-74a1-aa4b-84268b3f4e8c","019368c7-d150-7ba0-819a-88a2cec33663","exact_match",true,"{}"
"0192ced0-a67b-7bf1-91fc-9fdc7c3966f1","01936737-1760-71c2-81d9-4328e363e5b1","exact_match",true,"{}"
"0192ced0-a664-7a30-84fd-8839694e17c4","01936d79-ff20-7f90-821c-cc307d8d1a84","exact_match",false,"{}"
"0192ced0-a950-7480-a956-be614c2e6132","01935536-bd18-76b1-830a-ba0872ba0511","exact_match",true,"{}"
"0192ced0-999e-7f73-8b47-b3dba302ae86","01938cc8-85e0-7d43-8333-d3ed7dbc9048","exact_match",false,"{}"
"0192ced0-9a59-70a3-a800-bafe3994142b","019389a7-1200-7d83-83e3-f82eba0c3199","exact_match",false,"{}"
"0192ced0-a68e-74f3-8543-82e2b842e701","019376de-5ac0-7981-850b-362711c41fcb","exact_match",true,"{}"
"0192ced0-989b-7850-9e59-c658ffa6e400","0193842c-8738-7c90-8603-d006c5525aef","exact_match",false,"{}"
"0192ced0-9b68-73d2-8add-d8f54993e26e","01938a6f-6ef8-7fd3-8656-571cda26da44","exact_match",false,"{}"
"0192ced0-aa96-7823-9868-182c962d1479","01935c42-01d0-7020-8657-b1e72901392b","exact_match",true,"{}"
"0192ced0-a602-7733-a98d-dcc9ce1cffe5","0193786f-14b0-7522-8657-d658c2603291","exact_match",true,"{}"
"0192ced0-9919-78c1-ab51-d6e0dde051ec","01938e59-3fd0-7fc0-874c-113e955fd65d","exact_match",true,"{}"
"0192ced0-a6bc-73b0-aa83-843761eaf9b4","019373bc-e6e0-7e50-8822-af9bacfafe9a","exact_match",true,"{}"
"0192ced0-a547-7650-8581-1c1e8a48a1e6","01936284-e990-7c42-8848-9a42749dd082","exact_match",false,"{}"
"0192ced0-a8a8-76a0-a2e7-d308aac30ff1","01934ef3-d558-79d3-896e-c5d9fb89103d","exact_match",true,"{}"
"0192ced0-9919-78c1-ab51-d6f1438f8bcc","0193917a-b3b0-78c3-89ea-020d8b84590e","exact_match",true,"{}"
"0192ced0-9eff-7003-9ffc-24dbedef8220","01937d21-4280-7cc3-8bbf-723a590fae07","exact_match",false,"{}"
"0192ced0-9a7c-7023-9957-5b35de635e37","01937eb1-fc70-7b13-8c4e-41692ce5e1ef","exact_match",false,"{}"
"0192ced0-a7f3-71d0-9c0c-89bcce44f8bb","01936cb1-a228-70d3-8cdf-3782b5184baa","exact_match",true,"{}"
"0192ced0-a5ca-79a1-abd7-cb70360568fe","019365a6-5d70-71d3-8d8b-c8cfde157d39","exact_match",false,"{}"
"0192ced0-a8a7-7592-b6d0-79b6d6ecf87c","019355ff-1a10-7f80-8db7-0dcf4660dc72","exact_match",false,"{}"
"0192ced0-a750-7a31-95e8-a13e58ad2333","01936415-a380-7dd3-8e31-e927891ada6a","exact_match",false,"{}"
"0192ced0-b36b-7e93-8fc7-99f9210392f7","01934c9a-be70-74e2-8e6d-8eb19531638c","exact_match",true,"{}"
"0192ced0-98ca-7781-a38c-d21829cb408d","019396f5-3e78-7a63-8ec1-7cab9f8f804c","exact_match",true,"{}"
"0192ced0-9b68-73d2-8add-d90d1307734c","01938f21-9cc8-7480-9065-0318b60e1ac1","exact_match",false,"{}"
"0192ced0-a777-7252-9a74-581ddfdd2b5f","01936990-2e48-7461-9115-7fd3b31d3891","exact_match",true,"{}"
"0192ced0-a655-7412-9e16-ace1d9393b76","0193722c-2cf0-7c90-92d8-3af75369acfa","exact_match",true,"{}"
"0192ced0-a6bf-76b3-8ca5-ef82e6116e8e","0193754d-a0d0-7642-93fa-367daeea7c8f","exact_match",true,"{}"
"0192ced0-a663-7703-88b1-f8489c80ea34","0193709b-7300-75d3-9412-f9e6c3076400","exact_match",true,"{}"
"0192ced0-a750-7a31-95e8-a142ef0be2f6","01936be9-4530-7100-9531-ab04f7d40b2b","exact_match",true,"{}"
"0192ced0-98de-7323-bc5a-509113261f5f","019393d3-ca98-70d3-9532-08b445276a32","exact_match",false,"{}"
"0192ced0-a5c1-7263-b54d-9702c13baf07","01936b20-e838-7322-956f-cd5a5d56f5fa","exact_match",true,"{}"
"0192ced0-9952-7821-a0f7-d70be25e7ab4","01938685-9e20-7bc2-9668-79228042c172","exact_match",false,"{}"
"0192ced0-9a7e-7c20-b6dc-40b3c267a47a","01937de9-9f78-77b3-97bb-b451aa58241b","exact_match",true,"{}"
"0192ced0-a77a-7b02-8e91-244f703e3f24","01936a58-8b40-7340-97be-271c7523e2c1","exact_match",false,"{}"
"0192ced0-9880-7f81-bf26-72391b551125","01939564-8488-7fe3-98cb-052521678f21","exact_match",true,"{}"
"0192ced0-a8b7-76e1-bbfa-ddb470b2f8a7","01935084-8f48-71e1-98ee-3f6d29b9bf27","exact_match",false,"{}"
"0192ced0-9b65-7713-81ac-341acdd58e93","01938b37-cbf0-7641-99f2-eb09a1dd277b","exact_match",false,"{}"
"0192ced0-a680-7ff0-911d-fa7e16de4d9d","01937937-71a8-7cd2-9b76-b0629ae7af54","exact_match",true,"{}"
"0192ced0-9950-7662-b71e-22438e67ab97","01938364-2a40-7c70-9bc3-7f1bc1159b5f","exact_match",false,"{}"
"0192ced0-a84f-7490-a104-394bc13a0bcc","0193546e-6020-7fb2-9c6f-6354bc8b0998","exact_match",false,"{}"
"0192ced0-98c7-78f2-b0eb-6059bed51d69","0193829b-cd48-7731-9df0-4e325119d96d","exact_match",true,"{}"
"0192ced0-a9ad-7f20-9e34-201a2bdb2fe1","01935b79-a4d8-76f0-9e76-1fec0fdf6355","exact_match",false,"{}"
"0192ced0-a56d-7e12-8f4a-8ea20bfad2fa","019360f4-2fa0-70d0-9f04-2aa8851551ab","exact_match",false,"{}"
"0192ced0-a8b1-7ee1-9c85-5a01ff860e67","01935215-4938-79d1-a0f6-d0d077916910","exact_match",false,"{}"
"0192ced0-a6b5-7df3-9daf-11418c4b4ad1","0193666e-ba68-7a60-a183-a309ef44b78e","exact_match",false,"{}"
"0192ced0-aa42-77a2-ad2e-e8aaf501cfab","01935d0a-5ec8-7640-a24c-94c93aede55a","exact_match",false,"{}"
"0192ced0-9af4-72c1-821d-ac5bf1a77713","019381d3-7050-7e32-a2fe-087e96bf6f53","exact_match",false,"{}"
"0192ced0-989c-7a51-9d5b-1675fc68e400","0193994e-5560-7610-a3a0-45fdd59338aa","exact_match",true,"{}"
"0192ced0-a56b-7e73-90b2-9fe780c992b1","019379ff-cea0-7bb0-a3d8-0a5a85aba7eb","exact_match",false,"{}"
"0192ced0-a830-7e82-96d7-15d7f3b1ae70","01935f63-75b0-7861-a3fe-ae7fc0d1c75e","exact_match",false,"{}"
"0192ced0-98c9-7411-8d73-d46d63b1b83f","01939a16-b258-71e1-a467-183001c1952c","exact_match",true,"{}"
"0192ced0-acfa-77e1-a359-2f677fb949a8","01934d63-1b68-72a1-a494-2aac91f4fc58","exact_match",false,"{}"
"0192ced0-a9a0-7a82-a66d-c43fdf51b48f","0193602b-d2a8-7833-a536-32745fc3915e","exact_match",true,"{}"
"0192ced0-a605-7091-8c97-de3b6f81750d","01937163-cff8-7222-a6d9-b6ed1f220f3a","exact_match",false,"{}"
"0192ced0-9c25-7f83-a57f-753d3d45c2ff","0193874d-fb18-7cf2-a72a-fcb04c2c50b2","exact_match",false,"{}"
"0192ced0-98f5-7c00-beb5-1328317cf4dd","01939243-10a8-7be3-a810-038bd68a723f","exact_match",true,"{}"
"0192ced0-aab7-7ed1-acba-ce7a43aefc61","019359e8-eae8-7a51-a810-4039aa15d1ea","exact_match",false,"{}"
"0192ced0-9952-7821-a0f7-d71d990f1e78","01938c00-28e8-71e2-a812-81b624fb2aef","exact_match",false,"{}"
"0192ced0-a869-7d83-a9be-d4e9971caab1","019356c7-7708-7c62-a945-ba59c7cbe174","exact_match",false,"{}"
"0192ced0-a93e-7ed0-808f-135e1ce2dd32","01935e9b-18b8-7d10-a99e-7bf5a3e3653f","exact_match",false,"{}"
"0192ced0-aa33-7b32-9005-aa38d1c8a06b","019353a6-0328-71d0-aa20-13641ec8c85a","exact_match",true,"{}"
"0192ced0-a592-7303-b336-88aa78751bf6","019364de-0078-78d2-aa7b-3e07b5e8928f","exact_match",false,"{}"
"0192ced0-a665-7181-8087-643e044cc09f","01937615-fdc8-7531-aaf9-c6b402e7a054","exact_match",false,"{}"
"0192ced0-98ca-7781-a38c-d20c061774ab","019397bd-9b70-72d2-ac15-7ef31e4d1e40","exact_match",false,"{}"
"0192ced0-aa2e-7410-8d55-d5706c504fd2","01935ab1-47e0-78d1-acd6-0c48672d218a","exact_match",false,"{}"
"0192ced0-9b9a-7c81-abfc-8dcfe0c59518","01937f7a-5968-7272-ad37-9021700440e4","exact_match",true,"{}"
"0192ced0-a834-7ba2-ac6e-76d5304270e9","01934fbc-3250-7571-ad38-041f27ffa3f9","exact_match",true,"{}"
"0192ced0-a8ad-7b21-9d5b-c816328e40b5","0193514c-ec40-7911-ad63-460bb9c861e1","exact_match",true,"{}"
"0192ced0-a667-7320-b24f-b41180d4c512","01937ac8-2b98-7753-ae0f-071b84403ce4","exact_match",true,"{}"
"0192ced0-a676-7901-b571-32cda8f4dbea","019361bc-8c98-7782-ae82-f68618cc54c8","exact_match",false,"{}"
"0192ced0-9a16-78f3-9435-3f67003d3789","019384f4-e430-7fe1-af1f-bdde857ee9f5","exact_match",false,"{}"
"0192ced0-a813-7272-b446-52c0b3116927","019372f4-89e8-7c01-b02f-f486e49b7aaa","exact_match",false,"{}"
"0192ced0-abdd-77b1-a138-5a5f89f39caa","01934e2b-7860-76a3-b07a-57f8004331fc","exact_match",false,"{}"
"0192ced0-9ba2-7fb0-aa3c-b7589230fdb4","019388de-b508-7a80-b0eb-9bb33ea39a8b","exact_match",true,"{}"
"0192ced0-9a2b-7692-9f09-69e3efab404e","0193810b-1358-7791-b136-0733fc40549a","exact_match",false,"{}"
"0192ced0-a956-7b00-b067-0e7c45b6ad16","0193578f-d400-70e1-b1eb-eb1a2b291e06","exact_match",false,"{}"
"0192ced0-9c62-7b22-9368-ec77a226a3b3","01937b90-8890-7c72-b226-a3e246d3015f","exact_match",true,"{}"
